Creditability,Account_Balance,Duration_of_Credit__month,Payment_Status_of_Previous_Credit,Purpose,Value_Savings_Stocks,Length_of_current_employment,Instalment_per_cent,Credit_Amount,Age__years,Sex___Marital_Status,Guarantors,Duration_in_Current_address,Most_valuable_available_asset
0,01,"02 [8,16)",03,02,01,05,01,"01 (-Inf,3914)","02 [26,35)",02,01,04,02
0,04,"02 [8,16)",04,02,01,02,01,"01 (-Inf,3914)","01 (-Inf,26)",02,01,03,01
0,01,"02 [8,16)",02,03,01,05,03,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,01
0,04,"01 (-Inf,8)",02,09,01,04,01,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,01
0,04,"02 [8,16)",02,02,01,02,02,"01 (-Inf,3914)","02 [26,35)",03,01,03,02
0,04,"02 [8,16)",04,00,01,02,04,"01 (-Inf,3914)","03 [35,Inf)",02,01,04,03
0,03,"02 [8,16)",02,02,01,02,04,"01 (-Inf,3914)","01 (-Inf,26)",02,01,02,02
0,04,"02 [8,16)",02,02,01,05,01,"01 (-Inf,3914)","01 (-Inf,26)",03,01,04,03
0,04,"02 [8,16)",02,03,01,02,04,"01 (-Inf,3914)","02 [26,35)",02,01,03,03
0,04,"03 [16,45)",02,03,03,05,03,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,03
0,02,"02 [8,16)",02,03,01,03,02,"01 (-Inf,3914)","03 [35,Inf)",03,01,02,01
0,04,"03 [16,45)",02,00,03,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,02
0,04,"02 [8,16)",04,02,01,02,02,"01 (-Inf,3914)","01 (-Inf,26)",02,01,04,02
0,04,"02 [8,16)",01,03,02,05,04,"01 (-Inf,3914)","02 [26,35)",03,01,04,03
0,04,"01 (-Inf,8)",02,01,03,03,02,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,02
0,04,"03 [16,45)",03,02,03,04,02,"02 [3914,Inf)","03 [35,Inf)",02,01,04,03
0,04,"01 (-Inf,8)",02,05,03,04,02,"01 (-Inf,3914)","01 (-Inf,26)",04,01,04,01
0,04,"03 [16,45)",02,02,03,05,03,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,02
0,04,"03 [16,45)",02,01,01,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,03
0,04,"02 [8,16)",01,08,03,03,04,"01 (-Inf,3914)","03 [35,Inf)",02,01,03,01
0,04,"02 [8,16)",02,03,01,05,04,"01 (-Inf,3914)","03 [35,Inf)",02,01,02,03
0,02,"03 [16,45)",04,09,01,04,02,"01 (-Inf,3914)","02 [26,35)",03,01,03,02
0,01,"03 [16,45)",02,03,01,03,02,"01 (-Inf,3914)","02 [26,35)",02,01,04,03
0,03,"02 [8,16)",02,03,02,05,02,"01 (-Inf,3914)","03 [35,Inf)",01,01,04,01
0,03,"01 (-Inf,8)",03,03,01,02,02,"01 (-Inf,3914)","02 [26,35)",02,01,01,02
0,03,"02 [8,16)",02,02,01,03,01,"01 (-Inf,3914)","03 [35,Inf)",02,01,02,03
0,04,"02 [8,16)",02,01,05,02,01,"02 [3914,Inf)","01 (-Inf,26)",02,01,04,03
0,02,"03 [16,45)",03,00,01,03,01,"01 (-Inf,3914)","03 [35,Inf)",01,01,04,02
0,01,"03 [16,45)",02,03,04,02,04,"01 (-Inf,3914)","02 [26,35)",02,01,02,03
0,04,"01 (-Inf,8)",02,00,01,01,01,"01 (-Inf,3914)","03 [35,Inf)",02,01,04,01
0,01,"01 (-Inf,8)",04,03,03,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,03
0,04,"02 [8,16)",02,03,01,03,01,"01 (-Inf,3914)","02 [26,35)",03,01,02,01
0,04,"02 [8,16)",02,00,03,05,02,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,04
0,04,"02 [8,16)",03,03,01,03,04,"01 (-Inf,3914)","02 [26,35)",04,01,03,01
0,04,"02 [8,16)",04,06,05,02,02,"01 (-Inf,3914)","03 [35,Inf)",03,01,01,02
0,04,"02 [8,16)",02,02,03,03,02,"01 (-Inf,3914)","01 (-Inf,26)",02,01,04,03
0,04,"01 (-Inf,8)",04,03,05,03,01,"01 (-Inf,3914)","02 [26,35)",03,01,02,01
0,02,"01 (-Inf,8)",03,09,02,05,01,"01 (-Inf,3914)","02 [26,35)",01,01,02,03
0,04,"02 [8,16)",03,02,04,04,03,"01 (-Inf,3914)","02 [26,35)",02,01,02,02
0,04,"03 [16,45)",02,01,01,03,01,"02 [3914,Inf)","02 [26,35)",02,01,02,02
0,04,"02 [8,16)",02,02,02,02,02,"01 (-Inf,3914)","01 (-Inf,26)",02,01,04,02
0,04,"01 (-Inf,8)",03,09,02,03,01,"01 (-Inf,3914)","02 [26,35)",03,01,02,01
0,02,"02 [8,16)",02,02,04,02,01,"01 (-Inf,3914)","01 (-Inf,26)",02,01,04,01
0,04,"03 [16,45)",03,03,01,01,02,"01 (-Inf,3914)","02 [26,35)",04,01,03,01
0,01,"02 [8,16)",01,08,01,05,04,"01 (-Inf,3914)","03 [35,Inf)",04,01,01,03
0,03,"03 [16,45)",02,03,01,04,04,"02 [3914,Inf)","01 (-Inf,26)",03,01,02,03
0,03,"03 [16,45)",02,02,01,02,02,"01 (-Inf,3914)","02 [26,35)",02,01,04,03
0,04,"02 [8,16)",04,03,05,03,01,"01 (-Inf,3914)","02 [26,35)",03,01,02,01
1,03,"02 [8,16)",02,03,01,03,03,"01 (-Inf,3914)","02 [26,35)",02,01,02,01
0,04,"03 [16,45)",02,00,02,05,04,"01 (-Inf,3914)","03 [35,Inf)",04,01,04,01
0,01,"01 (-Inf,8)",02,02,01,03,01,"01 (-Inf,3914)","03 [35,Inf)",03,01,02,01
0,04,"01 (-Inf,8)",01,00,05,03,01,"01 (-Inf,3914)","02 [26,35)",03,03,02,01
0,01,"03 [16,45)",02,03,01,02,04,"01 (-Inf,3914)","02 [26,35)",02,01,04,02
0,04,"04 [45,Inf)",00,01,05,03,02,"02 [3914,Inf)","03 [35,Inf)",03,01,02,02
0,04,"02 [8,16)",04,03,05,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,01
0,04,"04 [45,Inf)",04,01,05,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,03,03
0,04,"01 (-Inf,8)",04,00,04,03,02,"01 (-Inf,3914)","03 [35,Inf)",02,01,02,01
0,02,"03 [16,45)",02,00,01,02,04,"01 (-Inf,3914)","02 [26,35)",03,01,01,02
0,01,"01 (-Inf,8)",02,00,01,02,03,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,01
0,04,"02 [8,16)",02,01,05,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,04
0,04,"03 [16,45)",01,09,01,04,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,03
0,03,"02 [8,16)",02,03,01,03,03,"01 (-Inf,3914)","01 (-Inf,26)",04,01,01,03
0,04,"02 [8,16)",04,03,01,03,04,"01 (-Inf,3914)","02 [26,35)",03,01,02,02
0,04,"01 (-Inf,8)",00,00,02,03,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,01,04
0,04,"02 [8,16)",02,00,03,03,03,"01 (-Inf,3914)","03 [35,Inf)",03,01,02,04
0,04,"02 [8,16)",02,03,02,03,04,"01 (-Inf,3914)","02 [26,35)",02,02,02,01
0,04,"02 [8,16)",02,09,04,05,01,"01 (-Inf,3914)","02 [26,35)",01,01,02,01
0,01,"02 [8,16)",04,02,05,02,02,"01 (-Inf,3914)","02 [26,35)",02,02,03,01
0,04,"02 [8,16)",02,00,01,03,03,"01 (-Inf,3914)","02 [26,35)",03,01,02,01
0,04,"03 [16,45)",04,00,04,05,04,"01 (-Inf,3914)","03 [35,Inf)",02,01,04,01
0,04,"02 [8,16)",02,00,02,03,03,"01 (-Inf,3914)","03 [35,Inf)",03,01,02,01
0,03,"01 (-Inf,8)",04,00,01,05,01,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,01
0,04,"03 [16,45)",02,00,05,04,04,"01 (-Inf,3914)","02 [26,35)",03,01,03,02
0,04,"03 [16,45)",04,03,01,05,03,"02 [3914,Inf)","02 [26,35)",03,01,04,03
0,04,"03 [16,45)",04,06,05,03,03,"01 (-Inf,3914)","02 [26,35)",02,01,02,03
0,04,"03 [16,45)",04,03,01,03,02,"01 (-Inf,3914)","02 [26,35)",02,01,02,03
0,04,"01 (-Inf,8)",04,03,01,04,01,"01 (-Inf,3914)","01 (-Inf,26)",02,01,02,03
0,04,"03 [16,45)",02,00,05,04,04,"01 (-Inf,3914)","01 (-Inf,26)",02,01,04,02
0,04,"03 [16,45)",03,00,05,05,04,"01 (-Inf,3914)","03 [35,Inf)",04,01,04,03
0,01,"03 [16,45)",02,02,01,02,04,"01 (-Inf,3914)","01 (-Inf,26)",03,02,01,02
0,01,"02 [8,16)",04,05,02,05,03,"01 (-Inf,3914)","03 [35,Inf)",03,03,04,01
0,01,"02 [8,16)",04,00,01,04,04,"01 (-Inf,3914)","03 [35,Inf)",03,02,03,02
0,04,"02 [8,16)",02,01,02,03,01,"01 (-Inf,3914)","02 [26,35)",03,02,02,01
0,04,"02 [8,16)",02,01,04,04,03,"01 (-Inf,3914)","03 [35,Inf)",03,01,02,02
0,04,"03 [16,45)",04,03,05,05,03,"01 (-Inf,3914)","03 [35,Inf)",03,01,02,03
0,01,"03 [16,45)",01,01,01,03,01,"01 (-Inf,3914)","01 (-Inf,26)",02,03,04,03
0,04,"03 [16,45)",04,01,05,01,02,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,04
0,04,"02 [8,16)",02,00,02,03,01,"01 (-Inf,3914)","02 [26,35)",03,03,02,01
0,04,"02 [8,16)",04,00,02,04,04,"01 (-Inf,3914)","03 [35,Inf)",02,01,03,03
0,04,"02 [8,16)",02,03,01,03,01,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,02
0,04,"02 [8,16)",02,06,03,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,04
0,03,"02 [8,16)",04,00,01,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,04
0,01,"02 [8,16)",04,00,01,03,04,"01 (-Inf,3914)","02 [26,35)",03,01,02,02
0,04,"02 [8,16)",04,06,01,03,04,"01 (-Inf,3914)","02 [26,35)",03,01,02,03
0,04,"02 [8,16)",04,02,05,03,02,"01 (-Inf,3914)","02 [26,35)",04,01,01,03
0,04,"03 [16,45)",02,00,04,04,04,"01 (-Inf,3914)","02 [26,35)",02,01,03,03
0,04,"04 [45,Inf)",04,09,05,05,04,"02 [3914,Inf)","03 [35,Inf)",01,01,02,03
1,01,"02 [8,16)",04,00,01,03,03,"01 (-Inf,3914)","02 [26,35)",02,02,02,01
0,04,"01 (-Inf,8)",02,03,02,05,02,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,04
0,04,"03 [16,45)",04,01,05,05,02,"02 [3914,Inf)","03 [35,Inf)",03,01,04,04
0,01,"03 [16,45)",02,01,01,03,03,"01 (-Inf,3914)","03 [35,Inf)",03,03,04,04
0,04,"02 [8,16)",04,00,01,05,03,"01 (-Inf,3914)","02 [26,35)",03,01,04,01
0,03,"03 [16,45)",02,00,01,05,03,"01 (-Inf,3914)","01 (-Inf,26)",02,01,02,03
0,04,"02 [8,16)",04,00,05,05,01,"02 [3914,Inf)","03 [35,Inf)",02,01,04,03
0,04,"02 [8,16)",04,00,01,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,01
0,01,"02 [8,16)",02,02,01,02,04,"01 (-Inf,3914)","01 (-Inf,26)",02,01,01,03
0,04,"01 (-Inf,8)",04,02,05,03,01,"01 (-Inf,3914)","02 [26,35)",04,01,02,02
0,04,"02 [8,16)",02,02,01,03,04,"01 (-Inf,3914)","02 [26,35)",02,01,02,01
0,04,"02 [8,16)",02,03,05,03,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,04
0,04,"02 [8,16)",00,02,01,05,02,"01 (-Inf,3914)","02 [26,35)",03,01,04,02
0,03,"03 [16,45)",02,03,03,03,03,"01 (-Inf,3914)","03 [35,Inf)",02,01,03,03
0,02,"02 [8,16)",00,08,01,03,02,"01 (-Inf,3914)","02 [26,35)",03,01,02,01
0,01,"02 [8,16)",02,00,01,03,02,"01 (-Inf,3914)","02 [26,35)",02,01,04,03
0,01,"03 [16,45)",02,02,01,03,02,"01 (-Inf,3914)","01 (-Inf,26)",01,01,02,01
0,01,"03 [16,45)",02,09,01,03,02,"02 [3914,Inf)","01 (-Inf,26)",04,01,02,03
0,04,"03 [16,45)",04,03,04,05,02,"01 (-Inf,3914)","02 [26,35)",03,01,02,03
0,02,"03 [16,45)",04,01,04,05,02,"02 [3914,Inf)","02 [26,35)",02,01,04,04
0,01,"01 (-Inf,8)",02,04,01,02,04,"01 (-Inf,3914)","02 [26,35)",02,01,01,01
0,04,"03 [16,45)",03,02,02,04,04,"01 (-Inf,3914)","02 [26,35)",03,01,03,01
0,01,"03 [16,45)",02,03,01,03,03,"01 (-Inf,3914)","02 [26,35)",03,01,02,03
1,01,"02 [8,16)",00,05,01,04,04,"01 (-Inf,3914)","02 [26,35)",03,01,03,01
0,02,"03 [16,45)",03,01,01,05,01,"02 [3914,Inf)","02 [26,35)",03,01,02,03
0,02,"02 [8,16)",02,05,02,03,04,"01 (-Inf,3914)","01 (-Inf,26)",03,03,02,01
0,04,"03 [16,45)",04,03,05,04,02,"02 [3914,Inf)","03 [35,Inf)",03,01,03,02
0,01,"03 [16,45)",02,02,01,02,01,"01 (-Inf,3914)","01 (-Inf,26)",02,01,04,03
0,01,"03 [16,45)",02,02,01,04,01,"01 (-Inf,3914)","02 [26,35)",02,01,04,03
0,04,"04 [45,Inf)",04,00,05,05,02,"02 [3914,Inf)","03 [35,Inf)",03,01,04,04
0,02,"02 [8,16)",02,00,01,03,04,"01 (-Inf,3914)","01 (-Inf,26)",04,01,04,01
0,04,"03 [16,45)",04,02,03,03,04,"02 [3914,Inf)","03 [35,Inf)",03,01,04,01
0,02,"02 [8,16)",02,03,01,03,04,"01 (-Inf,3914)","01 (-Inf,26)",03,01,03,01
1,02,"02 [8,16)",02,02,01,03,04,"01 (-Inf,3914)","02 [26,35)",02,01,01,02
0,04,"03 [16,45)",02,00,01,03,01,"02 [3914,Inf)","03 [35,Inf)",03,01,04,02
0,03,"02 [8,16)",02,04,01,03,02,"01 (-Inf,3914)","03 [35,Inf)",03,01,02,03
0,01,"03 [16,45)",02,01,05,05,02,"01 (-Inf,3914)","02 [26,35)",02,01,04,01
0,04,"02 [8,16)",02,01,01,04,02,"01 (-Inf,3914)","02 [26,35)",03,01,02,03
0,03,"02 [8,16)",04,00,03,01,02,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,04
0,03,"01 (-Inf,8)",04,06,01,03,02,"01 (-Inf,3914)","03 [35,Inf)",02,01,04,02
0,04,"02 [8,16)",04,03,01,03,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,04
0,04,"03 [16,45)",02,02,02,03,04,"02 [3914,Inf)","01 (-Inf,26)",03,01,01,03
0,02,"02 [8,16)",02,03,01,05,04,"01 (-Inf,3914)","01 (-Inf,26)",02,01,04,01
0,02,"03 [16,45)",03,03,01,02,01,"02 [3914,Inf)","02 [26,35)",03,01,02,03
0,04,"02 [8,16)",02,03,01,03,04,"01 (-Inf,3914)","02 [26,35)",03,01,02,01
0,04,"02 [8,16)",03,01,01,03,04,"01 (-Inf,3914)","03 [35,Inf)",04,01,04,01
0,02,"02 [8,16)",02,00,01,04,02,"02 [3914,Inf)","02 [26,35)",03,01,02,03
0,02,"03 [16,45)",02,09,01,02,04,"01 (-Inf,3914)","02 [26,35)",02,01,01,02
0,02,"02 [8,16)",02,09,02,04,03,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,01
0,01,"01 (-Inf,8)",02,01,03,01,01,"01 (-Inf,3914)","01 (-Inf,26)",02,01,02,02
0,04,"03 [16,45)",02,03,01,02,04,"01 (-Inf,3914)","02 [26,35)",02,01,04,02
0,04,"03 [16,45)",02,03,01,02,03,"02 [3914,Inf)","02 [26,35)",03,01,02,03
0,02,"04 [45,Inf)",02,07,05,01,03,"02 [3914,Inf)","03 [35,Inf)",03,01,04,04
0,04,"02 [8,16)",02,01,01,03,03,"02 [3914,Inf)","02 [26,35)",03,01,02,03
0,02,"02 [8,16)",02,09,01,03,02,"01 (-Inf,3914)","02 [26,35)",04,01,01,01
0,02,"03 [16,45)",02,09,04,02,03,"01 (-Inf,3914)","03 [35,Inf)",04,01,03,01
0,04,"03 [16,45)",02,03,05,04,02,"02 [3914,Inf)","02 [26,35)",04,01,04,02
0,04,"02 [8,16)",02,03,02,01,02,"01 (-Inf,3914)","03 [35,Inf)",02,01,04,01
0,04,"03 [16,45)",03,09,05,03,04,"01 (-Inf,3914)","02 [26,35)",03,01,04,01
0,04,"02 [8,16)",04,03,05,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,03
0,04,"03 [16,45)",03,09,03,03,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,02,03
0,04,"02 [8,16)",04,03,03,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,02
0,04,"03 [16,45)",04,03,01,05,04,"01 (-Inf,3914)","02 [26,35)",03,01,02,03
0,04,"02 [8,16)",04,03,02,01,04,"01 (-Inf,3914)","03 [35,Inf)",02,01,04,01
0,04,"03 [16,45)",04,01,04,03,04,"02 [3914,Inf)","02 [26,35)",03,01,02,01
0,04,"03 [16,45)",04,03,05,03,04,"01 (-Inf,3914)","02 [26,35)",03,01,03,02
0,01,"02 [8,16)",04,02,01,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,03
0,04,"02 [8,16)",02,03,01,03,04,"01 (-Inf,3914)","02 [26,35)",04,01,02,01
0,02,"02 [8,16)",04,00,04,03,04,"01 (-Inf,3914)","03 [35,Inf)",02,01,04,03
0,02,"03 [16,45)",04,00,01,01,02,"01 (-Inf,3914)","03 [35,Inf)",03,01,03,03
0,04,"02 [8,16)",02,00,05,05,04,"01 (-Inf,3914)","03 [35,Inf)",02,01,04,04
0,04,"02 [8,16)",04,03,01,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,03
0,04,"02 [8,16)",04,03,01,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,01
0,02,"03 [16,45)",03,06,02,04,02,"02 [3914,Inf)","02 [26,35)",03,01,03,04
1,02,"02 [8,16)",04,06,01,05,02,"01 (-Inf,3914)","02 [26,35)",02,01,03,03
0,01,"02 [8,16)",02,06,05,03,04,"01 (-Inf,3914)","01 (-Inf,26)",02,01,04,02
0,02,"02 [8,16)",02,00,05,03,01,"01 (-Inf,3914)","02 [26,35)",02,01,02,01
0,04,"03 [16,45)",04,03,01,04,04,"02 [3914,Inf)","02 [26,35)",02,01,04,03
1,04,"02 [8,16)",03,05,04,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,04
0,02,"02 [8,16)",04,09,03,03,02,"01 (-Inf,3914)","02 [26,35)",03,01,04,03
0,02,"03 [16,45)",04,09,05,03,04,"01 (-Inf,3914)","02 [26,35)",04,01,04,01
0,04,"02 [8,16)",04,09,05,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,04
0,04,"01 (-Inf,8)",03,03,05,05,03,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,04
0,04,"02 [8,16)",04,06,02,03,04,"01 (-Inf,3914)","02 [26,35)",02,01,03,03
0,04,"01 (-Inf,8)",03,03,01,03,03,"01 (-Inf,3914)","01 (-Inf,26)",02,01,02,01
0,01,"03 [16,45)",04,09,01,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,03
0,02,"03 [16,45)",04,09,01,01,03,"01 (-Inf,3914)","03 [35,Inf)",04,01,03,03
0,04,"03 [16,45)",04,02,01,02,04,"01 (-Inf,3914)","01 (-Inf,26)",02,01,04,02
0,04,"03 [16,45)",03,09,01,04,03,"02 [3914,Inf)","02 [26,35)",03,01,04,03
0,01,"03 [16,45)",04,02,05,04,04,"02 [3914,Inf)","02 [26,35)",03,01,04,02
0,04,"02 [8,16)",02,03,05,03,04,"01 (-Inf,3914)","03 [35,Inf)",04,01,02,01
0,04,"02 [8,16)",04,03,01,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,01
0,04,"02 [8,16)",02,02,01,03,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,02,01
0,04,"01 (-Inf,8)",04,03,05,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,04
0,04,"02 [8,16)",02,03,05,03,04,"01 (-Inf,3914)","01 (-Inf,26)",02,01,02,03
0,04,"03 [16,45)",02,01,01,03,02,"02 [3914,Inf)","02 [26,35)",03,01,02,04
0,02,"02 [8,16)",02,03,03,03,04,"01 (-Inf,3914)","03 [35,Inf)",02,01,03,01
1,02,"02 [8,16)",02,03,03,03,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,03,01
0,01,"03 [16,45)",02,02,05,04,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,03
0,02,"02 [8,16)",02,00,01,01,02,"02 [3914,Inf)","03 [35,Inf)",03,01,04,04
0,02,"03 [16,45)",04,06,01,02,02,"02 [3914,Inf)","01 (-Inf,26)",02,01,04,04
0,01,"02 [8,16)",02,00,01,01,01,"02 [3914,Inf)","01 (-Inf,26)",03,01,04,04
0,02,"04 [45,Inf)",03,03,05,03,01,"02 [3914,Inf)","02 [26,35)",03,01,01,01
0,02,"03 [16,45)",03,07,01,03,02,"01 (-Inf,3914)","02 [26,35)",03,01,03,03
0,02,"03 [16,45)",02,09,04,03,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,02,02
0,02,"03 [16,45)",03,02,05,02,04,"01 (-Inf,3914)","02 [26,35)",03,01,02,02
0,04,"02 [8,16)",02,01,05,02,02,"01 (-Inf,3914)","02 [26,35)",04,01,04,03
0,02,"03 [16,45)",02,01,05,01,01,"02 [3914,Inf)","03 [35,Inf)",01,01,04,01
0,02,"03 [16,45)",04,02,01,01,04,"02 [3914,Inf)","03 [35,Inf)",03,01,04,02
0,04,"02 [8,16)",02,01,02,02,01,"01 (-Inf,3914)","01 (-Inf,26)",02,01,04,03
1,01,"03 [16,45)",02,00,01,03,03,"02 [3914,Inf)","03 [35,Inf)",03,01,02,03
0,02,"02 [8,16)",02,00,05,01,01,"02 [3914,Inf)","01 (-Inf,26)",02,01,02,01
0,03,"02 [8,16)",02,02,05,05,03,"01 (-Inf,3914)","03 [35,Inf)",02,01,04,01
0,02,"02 [8,16)",02,01,05,03,04,"01 (-Inf,3914)","02 [26,35)",03,01,02,03
0,04,"02 [8,16)",02,00,03,05,01,"02 [3914,Inf)","03 [35,Inf)",02,01,04,04
0,02,"03 [16,45)",02,03,01,04,04,"01 (-Inf,3914)","01 (-Inf,26)",03,01,04,03
0,04,"02 [8,16)",02,06,01,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,02
0,04,"03 [16,45)",02,02,01,03,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,04
0,04,"03 [16,45)",02,03,05,05,04,"01 (-Inf,3914)","01 (-Inf,26)",03,01,02,03
0,04,"03 [16,45)",02,09,05,05,03,"02 [3914,Inf)","03 [35,Inf)",03,01,02,02
0,04,"02 [8,16)",02,02,05,04,01,"01 (-Inf,3914)","02 [26,35)",02,01,04,01
0,03,"03 [16,45)",02,03,01,05,04,"02 [3914,Inf)","02 [26,35)",03,01,02,03
0,04,"03 [16,45)",02,08,01,02,04,"01 (-Inf,3914)","02 [26,35)",04,01,03,03
0,04,"03 [16,45)",02,02,01,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,02
0,04,"03 [16,45)",02,03,05,02,04,"01 (-Inf,3914)","01 (-Inf,26)",03,01,02,03
0,04,"02 [8,16)",04,06,01,05,02,"01 (-Inf,3914)","03 [35,Inf)",02,01,04,04
0,02,"03 [16,45)",02,05,01,01,02,"01 (-Inf,3914)","03 [35,Inf)",02,01,04,03
0,04,"03 [16,45)",02,05,05,05,04,"02 [3914,Inf)","03 [35,Inf)",03,01,04,02
0,02,"03 [16,45)",02,02,01,04,02,"01 (-Inf,3914)","03 [35,Inf)",02,01,04,01
0,04,"03 [16,45)",03,09,01,03,01,"01 (-Inf,3914)","02 [26,35)",03,01,02,04
0,04,"02 [8,16)",04,02,05,05,02,"02 [3914,Inf)","03 [35,Inf)",03,01,04,02
0,04,"02 [8,16)",04,02,04,04,03,"01 (-Inf,3914)","03 [35,Inf)",02,01,02,02
0,04,"02 [8,16)",04,09,01,03,03,"01 (-Inf,3914)","02 [26,35)",02,01,02,01
0,04,"03 [16,45)",04,02,01,02,03,"01 (-Inf,3914)","03 [35,Inf)",01,01,02,03
0,02,"03 [16,45)",04,02,01,05,03,"01 (-Inf,3914)","03 [35,Inf)",02,01,04,02
0,04,"02 [8,16)",02,09,01,03,02,"01 (-Inf,3914)","02 [26,35)",04,01,02,01
0,04,"02 [8,16)",02,00,05,02,02,"01 (-Inf,3914)","03 [35,Inf)",03,01,03,02
0,04,"03 [16,45)",02,03,01,02,04,"01 (-Inf,3914)","02 [26,35)",03,01,01,01
0,04,"02 [8,16)",04,02,01,05,02,"01 (-Inf,3914)","03 [35,Inf)",03,01,04,02
0,01,"03 [16,45)",00,09,01,04,03,"01 (-Inf,3914)","02 [26,35)",03,01,01,02
0,04,"03 [16,45)",04,03,01,05,04,"01 (-Inf,3914)","03 [35,Inf)",04,02,03,01
0,01,"02 [8,16)",04,01,01,05,04,"01 (-Inf,3914)","03 [35,Inf)",03,01,03,01
0,04,"03 [16,45)",02,03,02,04,04,"01 (-Inf,3914)","02 [26,35)",04,01,03,02
0,04,"01 (-Inf,8)",02,03,01,04,02,"01 (-Inf,3914)","02 [26,35)",04,01,02,01
0,04,"03 [16,45)",04,01,05,04,03,"02 [3914,Inf)","03 [35,Inf)",03,01,04,02
0,04,"02 [8,16)",04,00,01,01,01,"01 (-Inf,3914)","03 [35,Inf)",02,01,02,02
0,01,"02 [8,16)",02,03,03,05,03,"01 (-Inf,3914)","03 [35,Inf)",04,01,01,01
0,04,"03 [16,45)",02,00,01,02,04,"01 (-Inf,3914)","02 [26,35)",04,01,02,01
0,04,"03 [16,45)",04,00,02,04,04,"01 (-Inf,3914)","02 [26,35)",04,01,03,02
0,04,"01 (-Inf,8)",02,03,01,04,03,"01 (-Inf,3914)","03 [35,Inf)",03,01,02,02
0,04,"03 [16,45)",04,05,01,03,04,"01 (-Inf,3914)","02 [26,35)",01,01,02,01
0,04,"03 [16,45)",02,01,01,04,03,"02 [3914,Inf)","03 [35,Inf)",03,01,03,03
0,04,"01 (-Inf,8)",04,03,01,05,02,"01 (-Inf,3914)","02 [26,35)",04,01,02,01
0,04,"02 [8,16)",04,03,05,05,04,"01 (-Inf,3914)","03 [35,Inf)",02,01,02,01
0,04,"03 [16,45)",04,01,05,03,02,"02 [3914,Inf)","03 [35,Inf)",03,01,04,02
0,04,"03 [16,45)",04,02,01,05,04,"02 [3914,Inf)","02 [26,35)",03,01,04,03
0,01,"01 (-Inf,8)",02,00,02,05,03,"01 (-Inf,3914)","03 [35,Inf)",03,01,02,02
0,04,"01 (-Inf,8)",04,00,03,03,01,"01 (-Inf,3914)","01 (-Inf,26)",04,01,02,03
0,04,"01 (-Inf,8)",02,06,01,02,01,"01 (-Inf,3914)","03 [35,Inf)",02,01,02,04
0,02,"03 [16,45)",04,00,02,02,04,"01 (-Inf,3914)","03 [35,Inf)",01,01,02,03
0,02,"03 [16,45)",02,02,01,02,02,"01 (-Inf,3914)","01 (-Inf,26)",04,01,01,02
