"LGD_R","LGD_P","LGD_P_pool","LGD_R_pool_1","LGD_R_pool_2","LGD_R_pool_3"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.388203801777674,0.502445412792699,"04 [0.5024,0.7705)","05 [0.3,0.4)","04 (0.355,0.665]","04 (0.355,0.665]"
0.807812657829698,0.753915297051268,"04 [0.5024,0.7705)","10 [0.8,0.9)","05 (0.665,0.829]","05 (0.665, Inf]"
0.817493334128867,0.753915297051268,"04 [0.5024,0.7705)","10 [0.8,0.9)","05 (0.665,0.829]","05 (0.665, Inf]"
0.685219364646355,0.161815904547004,"01 (-Inf,0.2488)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0.685219364646355,0.161815904547004,"01 (-Inf,0.2488)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0.78325883986192,0.161815904547004,"01 (-Inf,0.2488)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.223218372571602,0.270368693962829,"02 [0.2488,0.3225)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0.223218372571602,0.270368693962829,"02 [0.2488,0.3225)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0.492415844292211,0.723133860938509,"04 [0.5024,0.7705)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0.492415844292211,0.723133860938509,"04 [0.5024,0.7705)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0.223218372571602,0.270368693962829,"02 [0.2488,0.3225)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0.223218372571602,0.270368693962829,"02 [0.2488,0.3225)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0.0300401082469841,0.322479240234615,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0132625439143859,0.322479240234615,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0300401082469841,0.322479240234615,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0280009085562943,0.322479240234615,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0280009085562943,0.322479240234615,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0300401082469841,0.322479240234615,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.58172627263565,0.237292759155543,"01 (-Inf,0.2488)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.689694271492698,0.770517742926092,"05 [0.7705,Inf)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0,0.272152155691859,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.272152155691859,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.58172627263565,0.237292759155543,"01 (-Inf,0.2488)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.58172627263565,0.237292759155543,"01 (-Inf,0.2488)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0,0.237292759155543,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.237292759155543,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.270368693962829,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.336985037492218,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0958522598322866,0.143407302468436,"01 (-Inf,0.2488)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.689886297675012,0.272152155691859,"02 [0.2488,0.3225)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0.00599096357728027,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0958522598322866,0.143407302468436,"01 (-Inf,0.2488)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0958522598322866,0.143407302468436,"01 (-Inf,0.2488)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.678022445022574,0.272152155691859,"02 [0.2488,0.3225)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
1.00223699320903,0.773909394908872,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.779276405987716,0.723133860938509,"04 [0.5024,0.7705)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.709254036830004,0.723133860938509,"04 [0.5024,0.7705)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.779276405987716,0.723133860938509,"04 [0.5024,0.7705)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.709254036830004,0.723133860938509,"04 [0.5024,0.7705)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.0168311906357035,0.170106277719797,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0168311906357035,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0168311906357035,0.753915297051268,"04 [0.5024,0.7705)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.699088765453643,0.770517742926092,"05 [0.7705,Inf)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0.699088765453643,0.770517742926092,"05 [0.7705,Inf)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0.699088765453643,0.770517742926092,"05 [0.7705,Inf)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.777439117604915,0.270368693962829,"02 [0.2488,0.3225)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.777439117604915,0.270368693962829,"02 [0.2488,0.3225)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.758767175463699,0.41049403466038,"03 [0.3225,0.5024)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.758767175463699,0.41049403466038,"03 [0.3225,0.5024)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.069617999685171,0.170106277719797,"01 (-Inf,0.2488)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.71763330193515,0.270368693962829,"02 [0.2488,0.3225)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.069617999685171,0.170106277719797,"01 (-Inf,0.2488)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.280325613891156,0.143407302468436,"01 (-Inf,0.2488)","04 [0.2,0.3)","03 (0.27,0.355]","03 (0.27,0.355]"
0.862613079007527,0.41049403466038,"03 [0.3225,0.5024)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
0.540957475512775,0.127329612666709,"01 (-Inf,0.2488)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.862613079007527,0.41049403466038,"03 [0.3225,0.5024)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
0.922312139311506,0.502445412792699,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.862613079007527,0.41049403466038,"03 [0.3225,0.5024)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
0.540957475512775,0.272152155691859,"02 [0.2488,0.3225)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.862613079007527,0.41049403466038,"03 [0.3225,0.5024)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
0.912778819794656,0.770517742926092,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.912778819794656,0.770517742926092,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.912778819794656,0.770517742926092,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.0862385047255609,0.170106277719797,"01 (-Inf,0.2488)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.509958519150092,0.770517742926092,"05 [0.7705,Inf)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.0792424608630482,0.161815904547004,"01 (-Inf,0.2488)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.161815904547004,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.161815904547004,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0618731889787316,0.161815904547004,"01 (-Inf,0.2488)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.161815904547004,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0618731889787316,0.161815904547004,"01 (-Inf,0.2488)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.443703483660856,0.127329612666709,"01 (-Inf,0.2488)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0.443703483660856,0.127329612666709,"01 (-Inf,0.2488)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0.0572720947012395,0.41049403466038,"03 [0.3225,0.5024)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0255961955778116,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0257485494794818,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0258272089529404,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0255961955778116,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0257485494794818,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0255961955778116,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0258272089529404,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0255961955778116,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.62559811328342,0.127329612666709,"01 (-Inf,0.2488)","08 [0.6,0.7)","04 (0.355,0.665]","04 (0.355,0.665]"
0.0457386475044816,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0457386475044816,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.775712357741349,0.770517742926092,"05 [0.7705,Inf)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.210529156841785,0.127329612666709,"01 (-Inf,0.2488)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0.0701289112642206,0.127329612666709,"01 (-Inf,0.2488)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0701289112642206,0.127329612666709,"01 (-Inf,0.2488)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0701289112642206,0.127329612666709,"01 (-Inf,0.2488)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.00158727036509925,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.00158727036509925,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.905756158855077,0.770517742926092,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.00158727036509925,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.00158727036509925,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.905756158855077,0.770517742926092,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.00979263962618718,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.819208768137843,0.753915297051268,"04 [0.5024,0.7705)","10 [0.8,0.9)","05 (0.665,0.829]","05 (0.665, Inf]"
0.236011456895544,0.161815904547004,"01 (-Inf,0.2488)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0.749364735054421,0.127329612666709,"01 (-Inf,0.2488)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.807590763764768,0.502445412792699,"04 [0.5024,0.7705)","10 [0.8,0.9)","05 (0.665,0.829]","05 (0.665, Inf]"
0.807590763764768,0.502445412792699,"04 [0.5024,0.7705)","10 [0.8,0.9)","05 (0.665,0.829]","05 (0.665, Inf]"
0.236011456895544,0.270368693962829,"02 [0.2488,0.3225)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0.755989722713166,0.270368693962829,"02 [0.2488,0.3225)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.41049403466038,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.165916344752871,0.127329612666709,"01 (-Inf,0.2488)","03 [0.1,0.2)","02 (0.146,0.27]","02 (0.146,0.27]"
0.553417093360392,0.502445412792699,"04 [0.5024,0.7705)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.553417093360392,0.502445412792699,"04 [0.5024,0.7705)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.330292476861041,0.502445412792699,"04 [0.5024,0.7705)","05 [0.3,0.4)","03 (0.27,0.355]","03 (0.27,0.355]"
0.680170391858257,0.79006595798531,"05 [0.7705,Inf)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
1.03416860439504,0.753915297051268,"04 [0.5024,0.7705)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.934178470461858,0.753915297051268,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.934178470461858,0.753915297051268,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
1.02412565786124,0.336985037492218,"03 [0.3225,0.5024)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.934178470461858,0.753915297051268,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.680170391858257,0.79006595798531,"05 [0.7705,Inf)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
1.10129889449346,0.753915297051268,"04 [0.5024,0.7705)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0,0.753915297051268,"04 [0.5024,0.7705)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.00157318651943169,0.753915297051268,"04 [0.5024,0.7705)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.753915297051268,"04 [0.5024,0.7705)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.753915297051268,"04 [0.5024,0.7705)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0089558127407029,0.170106277719797,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.000968335612638489,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0089558127407029,0.170106277719797,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.345600738461803,0.272152155691859,"02 [0.2488,0.3225)","05 [0.3,0.4)","03 (0.27,0.355]","03 (0.27,0.355]"
0.340389692836043,0.170106277719797,"01 (-Inf,0.2488)","05 [0.3,0.4)","03 (0.27,0.355]","03 (0.27,0.355]"
0.345600738461803,0.272152155691859,"02 [0.2488,0.3225)","05 [0.3,0.4)","03 (0.27,0.355]","03 (0.27,0.355]"
0.345600738461803,0.272152155691859,"02 [0.2488,0.3225)","05 [0.3,0.4)","03 (0.27,0.355]","03 (0.27,0.355]"
0.340389692836043,0.170106277719797,"01 (-Inf,0.2488)","05 [0.3,0.4)","03 (0.27,0.355]","03 (0.27,0.355]"
0.807937996098766,0.770517742926092,"05 [0.7705,Inf)","10 [0.8,0.9)","05 (0.665,0.829]","05 (0.665, Inf]"
0.345600738461803,0.272152155691859,"02 [0.2488,0.3225)","05 [0.3,0.4)","03 (0.27,0.355]","03 (0.27,0.355]"
0.340389692836043,0.170106277719797,"01 (-Inf,0.2488)","05 [0.3,0.4)","03 (0.27,0.355]","03 (0.27,0.355]"
0.236330766962696,0.41049403466038,"03 [0.3225,0.5024)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0.236330766962696,0.41049403466038,"03 [0.3225,0.5024)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
1.00847851638743,0.723133860938509,"04 [0.5024,0.7705)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.236330766962696,0.41049403466038,"03 [0.3225,0.5024)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0.846961502190287,0.272152155691859,"02 [0.2488,0.3225)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
0,0.41049403466038,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.518144691731953,0.79006595798531,"05 [0.7705,Inf)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.360388736345995,0.127329612666709,"01 (-Inf,0.2488)","05 [0.3,0.4)","04 (0.355,0.665]","04 (0.355,0.665]"
0.365201142758322,0.143407302468436,"01 (-Inf,0.2488)","05 [0.3,0.4)","04 (0.355,0.665]","04 (0.355,0.665]"
0.365905211905445,0.270368693962829,"02 [0.2488,0.3225)","05 [0.3,0.4)","04 (0.355,0.665]","04 (0.355,0.665]"
0.856038086238,0.832127594179105,"05 [0.7705,Inf)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
0.856038086238,0.832127594179105,"05 [0.7705,Inf)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
0.365201142758322,0.143407302468436,"01 (-Inf,0.2488)","05 [0.3,0.4)","04 (0.355,0.665]","04 (0.355,0.665]"
0.365201142758322,0.143407302468436,"01 (-Inf,0.2488)","05 [0.3,0.4)","04 (0.355,0.665]","04 (0.355,0.665]"
0.856038086238,0.832127594179105,"05 [0.7705,Inf)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
0.363516101030146,0.41049403466038,"03 [0.3225,0.5024)","05 [0.3,0.4)","04 (0.355,0.665]","04 (0.355,0.665]"
1.00726424016038,0.770517742926092,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.630992135833141,0.143407302468436,"01 (-Inf,0.2488)","08 [0.6,0.7)","04 (0.355,0.665]","04 (0.355,0.665]"
0.630992135833141,0.143407302468436,"01 (-Inf,0.2488)","08 [0.6,0.7)","04 (0.355,0.665]","04 (0.355,0.665]"
1.00726424016038,0.770517742926092,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.0240731205363371,0.723133860938509,"04 [0.5024,0.7705)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.166864815558712,0.170106277719797,"01 (-Inf,0.2488)","03 [0.1,0.2)","02 (0.146,0.27]","02 (0.146,0.27]"
0.166864815558712,0.170106277719797,"01 (-Inf,0.2488)","03 [0.1,0.2)","02 (0.146,0.27]","02 (0.146,0.27]"
0.0240731205363371,0.322479240234615,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0240731205363371,0.322479240234615,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
1.02125333450119,0.723133860938509,"04 [0.5024,0.7705)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
1.02125333450119,0.723133860938509,"04 [0.5024,0.7705)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.0382561803994629,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0402963847463807,0.272152155691859,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0382561803994629,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
1.02125333450119,0.723133860938509,"04 [0.5024,0.7705)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.0212548277628499,0.158314794965261,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0212548277628499,0.336985037492218,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0212548277628499,0.158314794965261,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.872024973219571,0.272152155691859,"02 [0.2488,0.3225)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
0.0212548277628499,0.336985037492218,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.00243223476094977,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0191275135095323,0.41049403466038,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.381781811222703,0.143407302468436,"01 (-Inf,0.2488)","05 [0.3,0.4)","04 (0.355,0.665]","04 (0.355,0.665]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.691026474586952,0.832127594179105,"05 [0.7705,Inf)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0.691026474586952,0.832127594179105,"05 [0.7705,Inf)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0.691026474586952,0.832127594179105,"05 [0.7705,Inf)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.691026474586952,0.832127594179105,"05 [0.7705,Inf)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0.805968573105588,0.770517742926092,"05 [0.7705,Inf)","10 [0.8,0.9)","05 (0.665,0.829]","05 (0.665, Inf]"
0.256154034322006,0.272152155691859,"02 [0.2488,0.3225)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0,0.272152155691859,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.281573971479955,0.272152155691859,"02 [0.2488,0.3225)","04 [0.2,0.3)","03 (0.27,0.355]","03 (0.27,0.355]"
0,0.272152155691859,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.272152155691859,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.721219698251535,0.336985037492218,"03 [0.3225,0.5024)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.93402792782852,0.753915297051268,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.935148351132249,0.753915297051268,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.93402792782852,0.753915297051268,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.721219698251535,0.336985037492218,"03 [0.3225,0.5024)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.93402792782852,0.753915297051268,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.935148351132249,0.753915297051268,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.0343494870526739,0.336985037492218,"03 [0.3225,0.5024)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.282466055661949,0.322479240234615,"03 [0.3225,0.5024)","04 [0.2,0.3)","03 (0.27,0.355]","03 (0.27,0.355]"
0.0343494870526739,0.753915297051268,"04 [0.5024,0.7705)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.982790477335266,0.753915297051268,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.980971812257813,0.753915297051268,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.987469116979221,0.753915297051268,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.987469116979221,0.753915297051268,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
