"lgd","rf_05","rf_16","rf_02","rf_13","rf_14","rf_12","rf_09","rf_01","rf_07","rf_11"
0.0701289112642206,"02 [38.408,177.9077)","SC","02 [47.8446,125.0093)","01 (-Inf,1)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
0.00158727036509925,"03 [177.9077,198.5536)","SC","03 [125.0093,Inf)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0.00158727036509925,"02 [38.408,177.9077)","SC","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","02 [18.1894,20.1001)","SC","SC"
0.905756158855077,"02 [38.408,177.9077)","SC","SC","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.00158727036509925,"03 [177.9077,198.5536)","SC","03 [125.0093,Inf)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0.00158727036509925,"02 [38.408,177.9077)","SC","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","02 [18.1894,20.1001)","SC","SC"
0.905756158855077,"02 [38.408,177.9077)","SC","SC","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.00979263962618718,"02 [38.408,177.9077)","SC","03 [125.0093,Inf)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0.819208768137843,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
0.236011456895544,"02 [38.408,177.9077)","02 [0.0634,34.6935)","SC","03 [2.6617,5.0394)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
0.749364735054421,"02 [38.408,177.9077)","02 [0.0634,34.6935)","SC","02 [1,2.6617)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
0.807590763764768,"02 [38.408,177.9077)","02 [0.0634,34.6935)","SC","03 [2.6617,5.0394)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
0.807590763764768,"02 [38.408,177.9077)","02 [0.0634,34.6935)","SC","03 [2.6617,5.0394)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
0.236011456895544,"02 [38.408,177.9077)","02 [0.0634,34.6935)","SC","04 [5.0394,Inf)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
0.755989722713166,"02 [38.408,177.9077)","03 [34.6935,43.6851)","SC","04 [5.0394,Inf)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
0,"02 [38.408,177.9077)","01 (-Inf,0.0634)","02 [47.8446,125.0093)","01 (-Inf,1)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0,"03 [177.9077,198.5536)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.165916344752871,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.553417093360392,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.553417093360392,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.330292476861041,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.680170391858257,"01 (-Inf,38.408)","02 [0.0634,34.6935)","SC","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
1.03416860439504,"02 [38.408,177.9077)","04 [43.6851,Inf)","SC","02 [1,2.6617)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
0.934178470461858,"01 (-Inf,38.408)","04 [43.6851,Inf)","SC","02 [1,2.6617)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.934178470461858,"01 (-Inf,38.408)","04 [43.6851,Inf)","SC","02 [1,2.6617)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
1.02412565786124,"02 [38.408,177.9077)","04 [43.6851,Inf)","SC","03 [2.6617,5.0394)","01 (-Inf,1698.4647)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
0.934178470461858,"01 (-Inf,38.408)","04 [43.6851,Inf)","SC","02 [1,2.6617)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.680170391858257,"01 (-Inf,38.408)","02 [0.0634,34.6935)","SC","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
1.10129889449346,"02 [38.408,177.9077)","03 [34.6935,43.6851)","SC","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
0,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.00157318651943169,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.0089558127407029,"04 [198.5536,Inf)","SC","01 (-Inf,47.8446)","02 [1,2.6617)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.000968335612638489,"04 [198.5536,Inf)","SC","01 (-Inf,47.8446)","02 [1,2.6617)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.0089558127407029,"04 [198.5536,Inf)","SC","01 (-Inf,47.8446)","02 [1,2.6617)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.345600738461803,"03 [177.9077,198.5536)","SC","02 [47.8446,125.0093)","04 [5.0394,Inf)","03 [10839.1025,Inf)","02 [1354.0616,Inf)","02 [25891.4584,Inf)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.340389692836043,"03 [177.9077,198.5536)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","03 [10839.1025,Inf)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.345600738461803,"03 [177.9077,198.5536)","SC","02 [47.8446,125.0093)","04 [5.0394,Inf)","03 [10839.1025,Inf)","02 [1354.0616,Inf)","02 [25891.4584,Inf)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.345600738461803,"03 [177.9077,198.5536)","SC","02 [47.8446,125.0093)","04 [5.0394,Inf)","03 [10839.1025,Inf)","02 [1354.0616,Inf)","02 [25891.4584,Inf)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.340389692836043,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","03 [10839.1025,Inf)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","02 [18.1894,20.1001)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.807937996098766,"03 [177.9077,198.5536)","SC","02 [47.8446,125.0093)","04 [5.0394,Inf)","03 [10839.1025,Inf)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.345600738461803,"03 [177.9077,198.5536)","SC","02 [47.8446,125.0093)","04 [5.0394,Inf)","03 [10839.1025,Inf)","02 [1354.0616,Inf)","02 [25891.4584,Inf)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.340389692836043,"03 [177.9077,198.5536)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","03 [10839.1025,Inf)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.236330766962696,"04 [198.5536,Inf)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.236330766962696,"04 [198.5536,Inf)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
1.00847851638743,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","04 [5.0394,Inf)","03 [10839.1025,Inf)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.236330766962696,"04 [198.5536,Inf)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.846961502190287,"03 [177.9077,198.5536)","04 [43.6851,Inf)","02 [47.8446,125.0093)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
0.518144691731953,"01 (-Inf,38.408)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
0.360388736345995,"01 (-Inf,38.408)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","01 (-Inf,1)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
0.365201142758322,"04 [198.5536,Inf)","02 [0.0634,34.6935)","03 [125.0093,Inf)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.365905211905445,"02 [38.408,177.9077)","02 [0.0634,34.6935)","03 [125.0093,Inf)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","02 [25891.4584,Inf)","03 [20.1001,Inf)","02 [1018.6744,Inf)","02 [3.7243,Inf)"
0.856038086238,"02 [38.408,177.9077)","03 [34.6935,43.6851)","SC","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.856038086238,"02 [38.408,177.9077)","03 [34.6935,43.6851)","SC","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.365201142758322,"04 [198.5536,Inf)","02 [0.0634,34.6935)","03 [125.0093,Inf)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.365201142758322,"04 [198.5536,Inf)","02 [0.0634,34.6935)","03 [125.0093,Inf)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.856038086238,"02 [38.408,177.9077)","03 [34.6935,43.6851)","SC","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
0.363516101030146,"03 [177.9077,198.5536)","02 [0.0634,34.6935)","03 [125.0093,Inf)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","02 [1018.6744,Inf)","01 (-Inf,3.7243)"
1.00726424016038,"02 [38.408,177.9077)","04 [43.6851,Inf)","SC","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
0.630992135833141,"02 [38.408,177.9077)","SC","SC","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
0.630992135833141,"02 [38.408,177.9077)","SC","SC","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
1.00726424016038,"02 [38.408,177.9077)","04 [43.6851,Inf)","SC","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","01 (-Inf,3.7243)"
0.0240731205363371,"03 [177.9077,198.5536)","SC","01 (-Inf,47.8446)","SC","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","02 [18.1894,20.1001)","SC","SC"
0.166864815558712,"03 [177.9077,198.5536)","SC","01 (-Inf,47.8446)","SC","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.166864815558712,"03 [177.9077,198.5536)","SC","01 (-Inf,47.8446)","SC","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.0240731205363371,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","SC","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.0240731205363371,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","SC","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
1.02125333450119,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","02 [1,2.6617)","03 [10839.1025,Inf)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","SC"
1.02125333450119,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","02 [1,2.6617)","03 [10839.1025,Inf)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","SC"
0.0382561803994629,"02 [38.408,177.9077)","01 (-Inf,0.0634)","02 [47.8446,125.0093)","02 [1,2.6617)","03 [10839.1025,Inf)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","SC"
0.0402963847463807,"02 [38.408,177.9077)","04 [43.6851,Inf)","02 [47.8446,125.0093)","04 [5.0394,Inf)","03 [10839.1025,Inf)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","SC"
0.0382561803994629,"02 [38.408,177.9077)","01 (-Inf,0.0634)","02 [47.8446,125.0093)","02 [1,2.6617)","03 [10839.1025,Inf)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","02 [18.1894,20.1001)","02 [1018.6744,Inf)","SC"
1.02125333450119,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","02 [1,2.6617)","03 [10839.1025,Inf)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","SC"
0.0212548277628499,"01 (-Inf,38.408)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.0212548277628499,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","02 [3.7243,Inf)"
0.0212548277628499,"01 (-Inf,38.408)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.872024973219571,"01 (-Inf,38.408)","03 [34.6935,43.6851)","02 [47.8446,125.0093)","04 [5.0394,Inf)","03 [10839.1025,Inf)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","02 [3.7243,Inf)"
0.0212548277628499,"02 [38.408,177.9077)","02 [0.0634,34.6935)","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","02 [3.7243,Inf)"
0,"02 [38.408,177.9077)","SC","03 [125.0093,Inf)","02 [1,2.6617)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.00243223476094977,"04 [198.5536,Inf)","SC","03 [125.0093,Inf)","02 [1,2.6617)","SC","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0.0191275135095323,"03 [177.9077,198.5536)","SC","03 [125.0093,Inf)","02 [1,2.6617)","SC","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.381781811222703,"02 [38.408,177.9077)","SC","03 [125.0093,Inf)","02 [1,2.6617)","SC","01 (-Inf,1354.0616)","02 [25891.4584,Inf)","03 [20.1001,Inf)","SC","SC"
0,"02 [38.408,177.9077)","02 [0.0634,34.6935)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","02 [1018.6744,Inf)","SC"
0.691026474586952,"01 (-Inf,38.408)","04 [43.6851,Inf)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","01 (-Inf,1018.6744)","SC"
0.691026474586952,"01 (-Inf,38.408)","04 [43.6851,Inf)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","01 (-Inf,1018.6744)","SC"
0.691026474586952,"01 (-Inf,38.408)","04 [43.6851,Inf)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","01 (-Inf,1018.6744)","SC"
0,"02 [38.408,177.9077)","01 (-Inf,0.0634)","02 [47.8446,125.0093)","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","01 (-Inf,1018.6744)","SC"
0.691026474586952,"01 (-Inf,38.408)","04 [43.6851,Inf)","02 [47.8446,125.0093)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","01 (-Inf,1018.6744)","SC"
0.805968573105588,"02 [38.408,177.9077)","04 [43.6851,Inf)","02 [47.8446,125.0093)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","02 [1354.0616,Inf)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","02 [1018.6744,Inf)","SC"
0.256154034322006,"02 [38.408,177.9077)","04 [43.6851,Inf)","SC","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","02 [3.7243,Inf)"
0,"02 [38.408,177.9077)","03 [34.6935,43.6851)","SC","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","02 [3.7243,Inf)"
0.281573971479955,"02 [38.408,177.9077)","04 [43.6851,Inf)","SC","02 [1,2.6617)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","02 [3.7243,Inf)"
0,"02 [38.408,177.9077)","03 [34.6935,43.6851)","SC","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","02 [3.7243,Inf)"
0,"02 [38.408,177.9077)","03 [34.6935,43.6851)","SC","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","02 [3.7243,Inf)"
0.721219698251535,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.93402792782852,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","03 [2.6617,5.0394)","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.935148351132249,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.93402792782852,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","03 [2.6617,5.0394)","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.721219698251535,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","03 [2.6617,5.0394)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.93402792782852,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","03 [2.6617,5.0394)","01 (-Inf,1698.4647)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.935148351132249,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","01 (-Inf,1354.0616)","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","01 (-Inf,1018.6744)","01 (-Inf,3.7243)"
0.0343494870526739,"01 (-Inf,38.408)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","03 [10839.1025,Inf)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.282466055661949,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","02 [1,2.6617)","03 [10839.1025,Inf)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.0343494870526739,"02 [38.408,177.9077)","SC","01 (-Inf,47.8446)","04 [5.0394,Inf)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","01 (-Inf,3.7243)"
0.982790477335266,"01 (-Inf,38.408)","04 [43.6851,Inf)","SC","02 [1,2.6617)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
0.980971812257813,"02 [38.408,177.9077)","04 [43.6851,Inf)","SC","02 [1,2.6617)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","01 (-Inf,18.1894)","SC","SC"
0.987469116979221,"02 [38.408,177.9077)","04 [43.6851,Inf)","SC","02 [1,2.6617)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
0.987469116979221,"02 [38.408,177.9077)","04 [43.6851,Inf)","SC","02 [1,2.6617)","02 [1698.4647,10839.1025)","SC","01 (-Inf,25891.4584)","03 [20.1001,Inf)","SC","SC"
